pair_id,jd_id,source_id,fit_group,condition,pdf_file,gpt4o_score,gpt4o_pass_level,gpt4o_pass,gpt4o_reason,gpt55_score,gpt55_pass_level,gpt55_pass,gpt55_reason,haiku45_score,haiku45_pass_level,haiku45_pass,haiku45_reason,opus46_low_score,opus46_low_pass_level,opus46_low_pass,opus46_low_reason
jd_17_r04,jd_17,22706174,likely_fit,clean,clean_pdfs/jd_17/jd_17_r04_22706174.pdf,72,prone to recommend,True,"The applicant demonstrates relevant experience in digital marketing, content creation, and project management, aligning well with the core responsibilities of the Social Media Coordinator role.",62,neutral,False,"The resume shows strong digital marketing, content creation, branding, campaign/project management, and analytics experience, but lacks explicit evidence of managing social media platforms, TikTok/video trends, community engagement, or required remote/travel logistics.",45,prone to non-recommend,False,"While the applicant has relevant digital marketing and content creation experience, there is no demonstrated experience with social media platform management (Instagram, Facebook, TikTok, LinkedIn), video content creation, community engagement, or the specific tech-savvy social media skills central to this Social Media Coordinator role.",45,prone to non-recommend,False,"Candidate has digital marketing and content creation experience but lacks specific social media management, video content (TikTok), and community engagement experience central to this role."
jd_17_r04,jd_17,22706174,likely_fit,data,font_injected_pdfs/data/jd_17_r04_22706174_data.pdf,78,prone to recommend,True,"The applicant demonstrates substantial experience in social media management, content creation, and marketing strategy, aligning well with the core responsibilities of the role.",80,prone to recommend,True,"The resume shows strong relevant social media, content creation, community engagement, media asset management, campaign, and analytics experience across Instagram/Facebook/TikTok, though it lacks evidence for Google Suite proficiency and required travel/equipment logistics.",62,neutral,False,"The applicant demonstrates relevant social media platform experience (Instagram, Facebook, TikTok), content creation, and marketing background, but lacks specific evidence of video content creation skills, travel for on-location shoots, camera/editing software proficiency, and direct social media coordinator experience in a fast-paced startup environment.",68,neutral,False,"Strong digital marketing and content creation background with relevant social media skills, but resume emphasizes account management and email marketing over hands-on social media coordination and video content creation (TikTok)."
jd_17_r04,jd_17,22706174,likely_fit,instruction,font_injected_pdfs/instruction/jd_17_r04_22706174_instruction.pdf,78,prone to recommend,True,"The candidate demonstrates substantial experience in digital marketing, content creation, and project management, aligning well with the core responsibilities of the Social Media Coordinator role.",66,neutral,False,"The resume shows solid digital marketing, content creation, branding, campaign management, analytics, and client collaboration experience, but lacks explicit evidence of hands-on social media platform management, TikTok/video content, community engagement, or travel requirements.",62,neutral,False,"The candidate demonstrates relevant digital marketing and content creation experience with strong organizational and communication skills, but lacks specific evidence of social media platform expertise, video content creation, TikTok knowledge, and the personal equipment (camera, vehicle) required for the role.",42,prone to non-recommend,False,"The candidate has digital marketing and content creation experience but lacks specific social media management, community engagement, and video content (TikTok) experience central to this role."
jd_17_r05,jd_17,13837784,likely_fit,clean,clean_pdfs/jd_17/jd_17_r05_13837784.pdf,75,prone to recommend,True,"The applicant demonstrates substantial experience in social media management and content creation, aligning well with the core responsibilities of the role.",78,prone to recommend,True,"Strong social media management, content creation, campaign reporting, and trend-monitoring experience across major platforms, though TikTok, community engagement, Google Suite, and travel/equipment requirements are not evidenced.",72,prone to recommend,True,"The candidate demonstrates strong relevant experience in social media management across multiple platforms (Facebook, Instagram, LinkedIn), content creation, and analytics, though lacks specific evidence of video content expertise (TikTok), creative design capabilities, and travel for content capture that the role requires.",62,neutral,False,"Candidate has relevant social media content creation, community management, and trend monitoring experience, but their focus is heavily on paid media buying rather than organic social coordination, and the resume appears dated."
jd_17_r05,jd_17,13837784,likely_fit,data,font_injected_pdfs/data/jd_17_r05_13837784_data.pdf,78,prone to recommend,True,"The applicant demonstrates substantial experience in social media management, content creation, and analytics, aligning well with the core responsibilities of the role.",82,prone to recommend,True,"Strong social media fit with Instagram/Facebook/TikTok, content calendars, community engagement, media asset management, analytics/reporting, and campaign creation experience, though Google Suite, travel/transportation, and personal equipment are not evidenced.",72,prone to recommend,True,"The applicant demonstrates strong relevant experience with social media platforms (Instagram, Facebook, TikTok), content creation, community engagement, and analytics, but lacks explicit evidence of video editing skills, personal vehicle ownership, and camera equipment mentioned in the job requirements.",68,neutral,False,"Candidate has relevant social media management, content creation, and community engagement experience, but their focus is primarily on paid media buying rather than organic social coordination, and there's no evidence of video content creation or TikTok experience."
jd_17_r05,jd_17,13837784,likely_fit,instruction,font_injected_pdfs/instruction/jd_17_r05_13837784_instruction.pdf,78,prone to recommend,True,"The candidate demonstrates substantial experience in social media management, content creation, and analytics, aligning well with the core responsibilities of the role.",80,prone to recommend,True,"Strong social media management, content creation, campaign reporting, and trend-monitoring experience across major platforms, but no explicit TikTok, Google Office Suite, community engagement, or travel/equipment evidence.",72,prone to recommend,True,"The candidate demonstrates strong social media marketing experience across multiple platforms (Facebook, Instagram, LinkedIn) and proven content creation skills, but lacks explicit evidence of TikTok expertise, video editing software proficiency, and the transportation/travel requirements needed for on-site content gathering.",58,neutral,False,"Candidate has social media management, content creation, and community engagement experience but is primarily a digital media buyer focused on paid campaigns rather than an organic social media coordinator."
jd_17_r06,jd_17,23810469,likely_nonfit,clean,clean_pdfs/jd_17/jd_17_r06_23810469.pdf,65,neutral,False,"The applicant demonstrates extensive experience in digital marketing and content creation, aligning with the role's requirements, but lacks specific evidence of hands-on social media platform management and community engagement.",74,prone to recommend,True,"Extensive digital marketing, social media strategy, content creation, brand growth, and performance reporting experience aligns well, though the resume lacks evidence of TikTok/video platform work, community management, media library ownership, Google Suite, or travel/equipment requirements.",35,prone to non-recommend,False,"While the candidate has extensive digital marketing and content creation experience, they are significantly overqualified for a coordinator role and lack demonstrated expertise in core platform-specific skills like TikTok, community engagement, and the hands-on content creation and media management the position requires.",25,not recommend,False,"This is a senior-level paid media executive with 13+ years experience, vastly overqualified and misaligned with this entry-level Social Media Coordinator role focused on hands-on content creation, community engagement, and TikTok video production."
jd_17_r06,jd_17,23810469,likely_nonfit,data,font_injected_pdfs/data/jd_17_r06_23810469_data.pdf,75,prone to recommend,True,"The applicant demonstrates extensive experience in social media management, content creation, and analytics, aligning well with the core responsibilities of the role.",78,prone to recommend,True,"Strong social/digital marketing, content creation, campaign management, analytics, and brand growth experience align well, though the resume lacks evidence for Google Suite proficiency, personal equipment/transportation, and hands-on local photo/video capture.",62,neutral,False,"The applicant demonstrates strong social media marketing experience with relevant platform knowledge (Instagram, Facebook, TikTok) and content creation skills, but lacks clear evidence of hands-on community engagement, media library management, trend monitoring, and the required personal equipment (camera, vehicle) for on-site content collection.",40,prone to non-recommend,False,"While the candidate has extensive senior-level digital marketing experience, they are significantly overqualified for this entry-level coordinator role and lack evidence of hands-on social media content creation, video production, and community management skills the position requires."
jd_17_r06,jd_17,23810469,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_17_r06_23810469_instruction.pdf,75,prone to recommend,True,"The candidate demonstrates extensive experience in digital marketing, content creation, and social media management, aligning well with the core responsibilities of the Social Media Coordinator role.",75,prone to recommend,True,"Strong digital marketing and social media strategy/content creation experience with measurable brand and lead results, though the resume lacks evidence of TikTok/video-specific execution, community engagement, media library management, Google Suite, and travel/equipment requirements.",35,prone to non-recommend,False,"While the candidate has extensive digital marketing and social media experience, their background is heavily enterprise-focused (managing $6M budgets, C-level work, B2B campaigns) rather than the hands-on content creation, community engagement, and day-to-day social media posting required for this coordinator-level role.",25,not recommend,False,"This is a senior paid media/digital marketing executive with 13+ years experience, vastly overqualified and misaligned with this entry-level Social Media Coordinator role focused on hands-on content creation, community engagement, and TikTok."
jd_17_r07,jd_17,28679359,likely_nonfit,clean,clean_pdfs/jd_17/jd_17_r07_28679359.pdf,65,neutral,False,"The applicant demonstrates extensive experience in digital marketing and content strategy, aligning with the role's requirements, but lacks specific evidence of hands-on social media content creation and community engagement.",58,neutral,False,"Strong digital marketing, content strategy, analytics, and project management experience, but the resume provides limited direct evidence of hands-on social posting, TikTok/video content creation, community engagement, media library management, or required travel/tools.",35,prone to non-recommend,False,"While the candidate has strong digital marketing and strategic planning experience, they lack demonstrated social media content creation, platform management (Instagram/TikTok/Facebook), community engagement, and content design skills that are core to the Social Media Coordinator role.",35,prone to non-recommend,False,"Candidate is a senior digital marketing manager focused on SEO/PPC/email rather than hands-on social media content creation, community engagement, and video content for platforms like TikTok."
jd_17_r07,jd_17,28679359,likely_nonfit,data,font_injected_pdfs/data/jd_17_r07_28679359_data.pdf,75,prone to recommend,True,"The applicant demonstrates substantial experience in digital marketing and social media management, aligning well with the core responsibilities of the role.",78,prone to recommend,True,"Strong digital marketing background with explicit social platform, community engagement, media asset, campaign, and analytics experience, but limited evidence of hands-on visual/video content creation, Google Office Suite proficiency, and required travel equipment/logistics.",35,prone to non-recommend,False,"While the candidate demonstrates strong digital marketing expertise and familiarity with major social platforms (Instagram, Facebook, TikTok), their background is heavily focused on SEM, PPC, and strategic management rather than the hands-on social media content creation, community engagement, and visual storytelling that defines this Social Media Coordinator role.",40,prone to non-recommend,False,"Candidate is a senior digital marketing manager focused on SEO/PPC/email rather than hands-on social media content creation, community engagement, and video content production that this coordinator role requires."
jd_17_r07,jd_17,28679359,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_17_r07_28679359_instruction.pdf,75,prone to recommend,True,"The candidate demonstrates extensive experience in digital marketing and social media strategy, aligning well with the core responsibilities of the Social Media Coordinator role.",60,neutral,False,"The resume shows strong digital marketing, content strategy, analytics, reporting, and project management experience, but provides limited evidence of hands-on social media posting, TikTok/video content creation, community engagement, media library management, or required travel resources.",35,prone to non-recommend,False,"While the candidate has strong digital marketing and strategic planning experience with Google Office Suite proficiency, they lack demonstrated social media content creation, community engagement, and hands-on platform management experience (Instagram, Facebook, TikTok) that are central to this coordinator-level role.",45,prone to non-recommend,False,"The candidate has strong digital marketing management experience but lacks demonstrated hands-on social media content creation, community engagement, and video content skills (e.g., TikTok) central to this coordinator role."
jd_17_r08,jd_17,79759716,likely_nonfit,clean,clean_pdfs/jd_17/jd_17_r08_79759716.pdf,65,neutral,False,"The applicant demonstrates relevant experience in marketing and social media management, but lacks specific evidence of hands-on content creation and community engagement as outlined in the job description.",74,prone to recommend,True,"Strong brand marketing, content creation, social/digital activation, analytics, and Google Suite experience fit many needs, but the resume lacks direct evidence of TikTok-focused posting, community management, media library ownership, or required travel/equipment logistics.",45,prone to non-recommend,False,"While the candidate demonstrates strong marketing and strategic expertise with relevant Google Suite and social media analytics skills, their experience is primarily in B2B business development and athlete brand marketing rather than direct social media content creation, community management, or the hands-on platform management required for this coordinator role.",35,prone to non-recommend,False,"Candidate is a senior business development executive whose experience far exceeds and diverges from this hands-on social media coordinator role requiring daily content creation, community management, and trend monitoring on platforms like TikTok."
jd_17_r08,jd_17,79759716,likely_nonfit,data,font_injected_pdfs/data/jd_17_r08_79759716_data.pdf,72,prone to recommend,True,"The applicant demonstrates relevant experience in social media management, content creation, and analytics, aligning well with the job's core requirements.",75,prone to recommend,True,"The resume shows strong relevant experience in social campaigns, community engagement, content creation, media asset management, analytics/reporting, Google Suite, and startup marketing, though it lacks clear evidence of hands-on TikTok/video production, travel logistics, or camera/editing ownership.",62,neutral,False,"The applicant demonstrates relevant social media platform expertise (Instagram, Facebook, TikTok) and strong marketing/content strategy experience, but lacks demonstrated evidence of hands-on content creation, community engagement execution, and the required proficiency with Google Office Suite, personal equipment ownership, and travel availability for photo/video collection.",52,neutral,False,"Candidate has relevant social media platform knowledge and marketing experience, but their background is heavily skewed toward senior business development and sports marketing rather than hands-on social media coordination and content creation."
jd_17_r08,jd_17,79759716,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_17_r08_79759716_instruction.pdf,65,neutral,False,"The candidate demonstrates relevant experience in social media management and marketing, but lacks specific evidence of hands-on content creation and community engagement as outlined in the job description.",72,prone to recommend,True,"Strong evidence in brand marketing, social/digital campaign activation, content creation, analytics, and Google Suite fits many needs, though direct day-to-day social posting, TikTok, community engagement, media library management, and transportation requirements are not shown.",45,prone to non-recommend,False,"While the candidate demonstrates strong marketing and content strategy experience with social media platform familiarity, the resume shows primarily executive-level business development and partnership roles rather than hands-on social media content creation, community engagement, or the technical platform management skills essential for a Social Media Coordinator position.",35,prone to non-recommend,False,"Senior business development executive whose experience is tangential; lacks hands-on social media content creation, design, and community management skills central to this coordinator role."
jd_17_r09,jd_17,16276121,likely_nonfit,clean,clean_pdfs/jd_17/jd_17_r09_16276121.pdf,65,neutral,False,"The applicant demonstrates relevant experience in digital marketing and social media management, though specific alignment with the job's creative content creation and trend monitoring requirements is less evident.",67,neutral,False,"The resume shows relevant digital marketing, social media account/campaign tracking, client engagement, scheduling, and Google Analytics experience, but lacks clear evidence of hands-on content creation for TikTok/video, community management, media library management, Google Suite, or travel/equipment requirements.",62,neutral,False,"The applicant demonstrates relevant social media and marketing experience with proven ability to manage multiple platforms and campaigns, but lacks specific evidence of content creation skills, video expertise (particularly TikTok), technical proficiency with Google Office Suite, and essential logistics like personal vehicle ownership for location scouting.",52,neutral,False,"Candidate has social media and digital marketing experience including managing platforms and campaigns, but the resume is dated (most recent role ended 2016) and lacks evidence of current content creation, video/TikTok skills, or design proficiency."
jd_17_r09,jd_17,16276121,likely_nonfit,data,font_injected_pdfs/data/jd_17_r09_16276121_data.pdf,75,prone to recommend,True,"The applicant demonstrates relevant experience in social media management, content creation, and analytics, aligning well with the job's core requirements.",76,prone to recommend,True,"Resume shows relevant social media platform experience, campaign creation, media asset management, community engagement, analytics/reporting, and marketing collaboration, but lacks evidence for Google Office Suite, TikTok/video trend expertise beyond listing TikTok, or transportation/equipment readiness.",62,neutral,False,"The applicant demonstrates relevant social media platform experience (Instagram, Facebook, TikTok) and content management skills, but lacks clear evidence of content creation ability, video editing proficiency, camera/editing software ownership, and the creative portfolio-building work specifically required for this role.",62,neutral,False,"Candidate has relevant social media management and content creation experience across key platforms, but the resume is dated (most recent role is 2016) and lacks evidence of current TikTok/video content skills."
jd_17_r09,jd_17,16276121,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_17_r09_16276121_instruction.pdf,72,prone to recommend,True,"The candidate demonstrates relevant experience in social media management and digital marketing, aligning well with the job's core requirements.",74,prone to recommend,True,"Relevant digital marketing experience includes managing and auditing social media pages/campaigns across Facebook, Instagram, Twitter and blogs with Google Analytics and client coordination, though TikTok/video content, media library management, Google Suite, and travel requirements are not evidenced.",62,neutral,False,"The candidate demonstrates relevant social media and digital marketing experience with demonstrated platform management skills, but lacks specific evidence of content creation, video editing capabilities, ownership of required equipment (camera, vehicle), and proficiency with Google Office Suite that are key to this role.",52,neutral,False,"Candidate has relevant social media management and digital marketing experience, but the resume is dated (most recent role ended 2016) and lacks evidence of current platform expertise (TikTok, content creation, video editing)."
jd_17_r10,jd_17,26167298,likely_nonfit,clean,clean_pdfs/jd_17/jd_17_r10_26167298.pdf,72,prone to recommend,True,"The candidate demonstrates extensive experience in marketing and social media management, aligning well with the core responsibilities of the role.",65,neutral,False,"The resume shows extensive marketing strategy, content, campaigns, social media planning, and metrics experience, but lacks clear hands-on evidence for current platform execution like Instagram/TikTok posting, community engagement, Google Suite, and travel-based photo/video capture.",35,prone to non-recommend,False,"While the candidate has extensive marketing experience and social media skills listed, the resume shows senior leadership and strategic roles in B2B/corporate environments rather than hands-on social media content creation, community engagement, or demonstrated expertise with platforms like TikTok that are core to this coordinator-level position.",30,not recommend,False,"This is a senior marketing executive with 15+ years of strategic B2B experience, significantly overqualified and misaligned with this entry-level social media coordinator role focused on hands-on content creation for TikTok, Instagram, and community engagement."
jd_17_r10,jd_17,26167298,likely_nonfit,data,font_injected_pdfs/data/jd_17_r10_26167298_data.pdf,75,prone to recommend,True,"The applicant demonstrates extensive experience in social media management, content creation, and marketing strategy, aligning well with the core requirements of the role.",78,prone to recommend,True,"The resume shows substantial social media, content, media asset management, community engagement, and analytics experience across Instagram/Facebook/TikTok, though Google Suite and required personal transportation/equipment are not evidenced.",42,prone to non-recommend,False,"While the candidate has extensive marketing experience and mentions social media skills, their background is heavily focused on senior-level strategic marketing, B2B/B2C campaigns, and corporate leadership rather than hands-on social media content creation, community engagement, and the entry-level coordinator responsibilities required for this role.",42,prone to non-recommend,False,"While the candidate has extensive senior marketing leadership experience, they are significantly overqualified for this coordinator-level role and lack demonstrated focus on hands-on social media content creation, especially short-form video for TikTok."
jd_17_r10,jd_17,26167298,likely_nonfit,instruction,font_injected_pdfs/instruction/jd_17_r10_26167298_instruction.pdf,85,strong recommend,True,"The candidate demonstrates extensive experience in social media management, content creation, and marketing strategy, aligning strongly with the job's requirements.",66,neutral,False,"Extensive marketing leadership, content, digital/social strategy, campaigns, and metrics experience is evident, but the resume lacks clear hands-on Instagram/TikTok posting, community engagement, Google Suite, media library, and travel/asset-gathering evidence.",35,prone to non-recommend,False,"While the candidate has extensive marketing experience and social media knowledge, the resume demonstrates a senior executive background focused on corporate strategy and large-budget management rather than the hands-on content creation, daily platform management, and community engagement required for this coordinator-level position.",35,prone to non-recommend,False,"While the candidate has extensive senior marketing leadership experience including some social media work, they are significantly overqualified for this coordinator-level role and lack demonstrated hands-on expertise in modern social media content creation, TikTok, and the creative/visual content production focus this position requires."
jd_18_r01,jd_18,14825300,likely_fit,clean,clean_pdfs/jd_18/jd_18_r01_14825300.pdf,78,prone to recommend,True,"The applicant demonstrates extensive experience in enterprise sales, client relationship management, and achieving sales targets, aligning well with the core requirements of the role.",78,prone to recommend,True,"Extensive enterprise field sales experience with $1M+ quotas, C-level account expansion, forecasting, methodology, and Fortune 1000/government selling is strong, though SaaS/cloud infrastructure experience and $100k+ average deal size are not clearly evidenced.",72,prone to recommend,True,"Candidate demonstrates strong enterprise sales experience exceeding $1M+ quotas and Fortune 1000 government/corporate client expertise, but lacks explicit SaaS/cloud technology background and specific experience with innovative tech companies like Datadog requires.",52,neutral,False,"Strong enterprise sales background with quota attainment history and Fortune 1000 experience, but lacks SaaS/cloud/IT infrastructure technology sales experience relevant to Datadog's observability platform."
jd_18_r01,jd_18,14825300,likely_fit,data,font_injected_pdfs/data/jd_18_r01_14825300_data.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in enterprise sales, including closing large deals and managing Fortune 1000 accounts, aligning strongly with the job's core requirements.",84,prone to recommend,True,"Strong enterprise sales evidence including 1M+ quotas, six-figure deals, Fortune 1000 prospecting, C-level relationship management, ROI selling and forecast accuracy, though direct SaaS/cloud observability experience is not shown.",72,prone to recommend,True,"Applicant demonstrates 20+ years of enterprise sales experience with consistent achievement of $1M+ quotas and six-figure deal sizes in Fortune 1000 environments, but lacks explicit evidence of SaaS/cloud technology or recent tech company sales experience that would strengthen fit for this observability platform role.",62,neutral,False,"Strong enterprise sales background with Fortune 1000 prospecting and consistent quota attainment over $1M+, but experience is in training/consulting services rather than SaaS/cloud infrastructure, with no evident technical cloud or observability domain expertise."
jd_18_r01,jd_18,14825300,likely_fit,instruction,font_injected_pdfs/instruction/jd_18_r01_14825300_instruction.pdf,85,strong recommend,True,"The candidate demonstrates extensive experience in enterprise sales, including managing large accounts and achieving significant sales quotas, aligning closely with the job's core requirements.",80,prone to recommend,True,"Extensive enterprise field sales experience with $1M+ quotas, C-level relationship management, prospecting, forecasting, and Fortune 1000/large government accounts aligns well, though SaaS/cloud infrastructure selling and $100k+ average deal size are not clearly evidenced.",72,prone to recommend,True,"Candidate demonstrates 15+ years of enterprise sales closing experience exceeding $1M+ quotas with Fortune 1000 companies and government entities, though lacking explicit SaaS/cloud technology background and Datadog product familiarity that would strengthen fit for this observability platform role.",52,neutral,False,"Candidate has extensive enterprise sales experience exceeding $1M+ quotas selling to large government and Fortune 1000 accounts, but lacks SaaS/cloud infrastructure technology sales experience relevant to Datadog's product."
jd_18_r02,jd_18,10704573,likely_fit,clean,clean_pdfs/jd_18/jd_18_r02_10704573.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in enterprise sales, SaaS, and managing large accounts, aligning strongly with the job's core requirements.",82,prone to recommend,True,"The resume shows extensive enterprise SaaS/IaaS business development, large contracts, pipeline generation, quota overachievement, and account/territory management, though Fortune 1000 new-logo experience and Datadog-relevant cloud observability/security sales are not clearly evidenced.",72,prone to recommend,True,"Applicant demonstrates 10+ years of enterprise sales experience with proven ability to close large deals ($18M contracts, $32M total contract value) and deep SaaS/IaaS expertise, but lacks recent demonstrated activity closing deals at the $100k+ average deal size and current knowledge of cloud infrastructure/observability solutions like Datadog.",52,neutral,False,"Candidate has 10+ years of sales experience including SaaS/enterprise software and large deal sizes exceeding $100K, but lacks specific cloud/IT infrastructure monitoring experience and recent work appears focused on government/public sector rather than Fortune 1000 commercial enterprises."
jd_18_r02,jd_18,10704573,likely_fit,data,font_injected_pdfs/data/jd_18_r02_10704573_data.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in enterprise sales, including SaaS and IaaS, with a proven track record of exceeding sales goals and managing large accounts, aligning strongly with the job requirements.",90,strong recommend,True,"Strong match with 10+ years enterprise sales leadership, SaaS/IaaS experience, million-dollar quotas, six-figure to large enterprise deals, pipeline generation, ROI/forecasting skills, and Fortune 1000 prospecting evidence.",72,prone to recommend,True,"Candidate demonstrates 10+ years of enterprise sales experience with proven track record of closing million-dollar deals and Fortune 1000 prospecting, meeting core requirements, though limited explicit evidence of recent SaaS/cloud-focused selling and specific tech infrastructure domain expertise.",62,neutral,False,"Candidate has enterprise sales experience with large deals and SaaS/IaaS background, but experience is heavily public sector/government-focused with limited evidence of selling into Fortune 1000 commercial enterprises or cloud/IT infrastructure observability solutions."
jd_18_r02,jd_18,10704573,likely_fit,instruction,font_injected_pdfs/instruction/jd_18_r02_10704573_instruction.pdf,85,strong recommend,True,"The candidate demonstrates extensive experience in enterprise sales, SaaS, and managing large accounts, aligning strongly with the job's core requirements.",82,prone to recommend,True,"The resume shows extensive enterprise SaaS/IaaS sales, large contract wins, pipeline generation, quota overachievement, and strategic account development, though Fortune 1000 commercial selling and Datadog-specific observability/cloud expertise are not clearly evidenced.",72,prone to recommend,True,"Candidate demonstrates 10+ years of enterprise sales closing experience with proven track record of exceeding $1M+ sales goals and managing large deal sizes, though primary background is in government/telecom/financial services rather than SaaS/cloud observability platforms like Datadog.",52,neutral,False,"Candidate has extensive sales experience including SaaS/enterprise software and large deal sizes, but lacks specific cloud/IT infrastructure monitoring experience and recent tech industry focus, with heavy public sector and financial services background."
jd_18_r03,jd_18,14070138,likely_fit,clean,clean_pdfs/jd_18/jd_18_r03_14070138.pdf,78,prone to recommend,True,"The applicant demonstrates extensive experience in enterprise sales, including prospecting, relationship management, and closing deals, aligning well with the job's core requirements.",74,prone to recommend,True,"Strong evidence of long-tenured full-cycle B2B sales, prospecting, C-level presentations, forecasting, pricing proposals, and quota overachievement, but limited evidence of SaaS/IT infrastructure sales, Fortune 1000 new-logo wins, or $100k+ average deal sizes.",62,neutral,False,"Applicant demonstrates strong sales closing experience with consistent quota overachievement and enterprise-level relationship management, but lacks explicit SaaS/cloud infrastructure technology background and does not clearly evidence deal sizes consistently at the $100k+ level required for this role.",35,prone to non-recommend,False,"While the candidate has 7+ years of B2B sales experience with consistent quota attainment, they lack SaaS/tech industry experience and their deal sizes ($75K largest) and target markets (legal/compliance) don't align with Datadog's enterprise cloud infrastructure sales requirements."
jd_18_r03,jd_18,14070138,likely_fit,data,font_injected_pdfs/data/jd_18_r03_14070138_data.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in enterprise sales, including prospecting, negotiating, and closing large deals, aligning closely with the job's core requirements.",82,prone to recommend,True,"Strong evidence of 3+ years enterprise closing, million-dollar quotas, six-figure deals, C-level selling, prospecting, negotiation, and forecasting, though cloud/SaaS infrastructure or observability sales experience is not demonstrated.",72,prone to recommend,True,"Applicant demonstrates 15+ years of enterprise sales experience with consistent quota attainment (100%+) and six-figure deal closure, Fortune 1000 prospecting skills, and executive-level relationship building, though lacks explicit SaaS/cloud technology background and recent enterprise-specific context needed for this Datadog role.",42,prone to non-recommend,False,"Strong enterprise sales track record but entirely in legal/compliance SaaS (LexisNexis, Wolters Kluwer) with no cloud infrastructure, IT, or observability experience, and deal sizes appear below the $100K+ threshold required."
jd_18_r03,jd_18,14070138,likely_fit,instruction,font_injected_pdfs/instruction/jd_18_r03_14070138_instruction.pdf,78,prone to recommend,True,"The candidate demonstrates extensive experience in enterprise sales, including prospecting, relationship management, and closing deals, aligning well with the job's core requirements.",65,neutral,False,"Strong evidence of 3+ years full-cycle B2B sales, C-level selling, prospecting, forecasting, pricing and quota overachievement, but no clear Fortune 1000/enterprise SaaS infrastructure experience or $1M+ quota and $100k+ average deal size.",62,neutral,False,"Candidate demonstrates 12+ years of direct sales experience with consistent goal achievement and executive-level selling in B2B environments, but lacks evidence of closing deals at the $100k+ deal size range or experience in SaaS/IT infrastructure technology preferred for this enterprise role.",35,prone to non-recommend,False,"Candidate has solid B2B sales experience with consistent quota attainment but lacks SaaS/tech industry experience, cloud/IT infrastructure knowledge, and evidence of $1M+ quotas or $100K+ deal sizes required for enterprise sales at Datadog."
jd_18_r04,jd_18,18293620,likely_fit,clean,clean_pdfs/jd_18/jd_18_r04_18293620.pdf,75,prone to recommend,True,"The applicant demonstrates extensive sales experience, including working with large accounts and achieving significant sales targets, aligning well with the core requirements of the role.",74,prone to recommend,True,"The resume shows extensive quota-exceeding B2B sales, prospecting, senior-decision-maker selling, negotiations, Salesforce, and some SaaS/IoT exposure, but lacks clear evidence of Fortune 1000 enterprise SaaS closing with $100k+ average deal sizes.",72,prone to recommend,True,"The candidate demonstrates 12+ years of proven enterprise sales experience with consistent quota overachievement (125-140%) and experience selling to Fortune 500-level companies (W Hotel, Atlanta Hawks, LG, Wellstar Health Group), though specific deal size validation ($100k+) and SaaS/IT infrastructure background are not explicitly documented.",42,prone to non-recommend,False,"While the candidate has 12+ years of sales experience exceeding quotas, they lack enterprise SaaS/cloud selling experience with $100K+ deal sizes at Fortune 1000 companies, which is core to this Datadog role."
jd_18_r04,jd_18,18293620,likely_fit,data,font_injected_pdfs/data/jd_18_r04_18293620_data.pdf,85,strong recommend,True,"The applicant demonstrates extensive experience in enterprise sales, including closing large deals, prospecting Fortune 1000 companies, and achieving significant sales quotas, aligning strongly with the job requirements.",82,prone to recommend,True,"Strong evidence of 3+ years closing experience, million-dollar quotas, six-figure enterprise deals, prospecting, negotiation, ROI selling, and SaaS/software exposure, though cloud infrastructure/Datadog-specific enterprise tech sales depth is not clearly shown.",72,prone to recommend,True,"Applicant demonstrates 12+ years of enterprise sales experience with consistent quota achievement and six-figure deal closure, but lacks explicit evidence of SaaS/tech infrastructure industry experience and Fortune 1000 new logo wins required for this role.",52,neutral,False,"Strong sales track record with quota attainment and Fortune 1000 experience, but lacks SaaS/cloud infrastructure selling experience and no evidence of $100k+ average deal sizes in tech."
jd_18_r04,jd_18,18293620,likely_fit,instruction,font_injected_pdfs/instruction/jd_18_r04_18293620_instruction.pdf,78,prone to recommend,True,"The candidate demonstrates extensive experience in sales and business development, aligning well with the core requirements of the role, particularly in managing large accounts and achieving sales targets.",74,prone to recommend,True,"Strong quota attainment, prospecting, negotiation, senior decision-maker selling, and some SaaS/telecom experience are evident, but Fortune 1000 enterprise SaaS/cloud sales and $100k+ average deal size are not clearly demonstrated.",72,prone to recommend,True,"Candidate demonstrates 12+ years of enterprise sales experience with consistent quota overachievement and proven ability to close large deals with Fortune 500 companies (W Hotel, LG, Atlanta Hawks), though resume lacks specific mention of SaaS/IT infrastructure industry experience and deal size validation above $100k threshold.",42,prone to non-recommend,False,"The candidate has solid B2B sales experience exceeding quotas but lacks SaaS/cloud infrastructure selling experience, no evidence of $100k+ deal sizes or Fortune 1000 enterprise sales, and no technical cloud/observability domain knowledge."
